# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
1.761047  -0.576473  -1.106009  0.001509  -0.001566  0.000901
1.762645  -0.578188  -1.105577  0.000689  -0.001139  0.000532
1.763362  -0.579334  -1.105565  -0.000119  -0.000650  0.000075
1.763265  -0.579982  -1.105993  -0.000692  -0.000446  -0.000369
1.762741  -0.580530  -1.106876  -0.000903  -0.000643  -0.000778
1.762231  -0.581351  -1.108183  -0.000920  -0.001103  -0.001115
1.761754  -0.582577  -1.109792  -0.001056  -0.001507  -0.001366
1.761044  -0.583979  -1.111543  -0.001462  -0.001589  -0.001544
1.759752  -0.585254  -1.113399  -0.002035  -0.001473  -0.001672
1.757745  -0.586509  -1.115406  -0.002495  -0.001302  -0.001692
1.755270  -0.587777  -1.117481  -0.002815  -0.001118  -0.001622
1.752348  -0.589117  -1.119639  -0.003056  -0.000973  -0.001693
1.749143  -0.590460  -1.122137  -0.003257  -0.000964  -0.002104
1.745699  -0.591900  -1.125213  -0.003433  -0.001115  -0.002748
1.742172  -0.593424  -1.128877  -0.003571  -0.001140  -0.003304
1.738599  -0.594681  -1.132878  -0.003684  -0.000773  -0.003494
1.734908  -0.595280  -1.136883  -0.003689  -0.000129  -0.003309
1.731254  -0.595088  -1.140673  -0.003422  0.000453  -0.002927
1.727984  -0.594301  -1.144129  -0.002906  0.000772  -0.002480
1.725399  -0.593216  -1.147141  -0.002270  0.000654  -0.002049
1.723546  -0.592405  -1.149669  -0.001613  0.000142  -0.001750
1.722366  -0.592134  -1.151835  -0.000939  -0.000454  -0.001778
1.721791  -0.592436  -1.154077  -0.000217  -0.000965  -0.002118
1.721885  -0.593329  -1.156683  0.000656  -0.001316  -0.002390
1.722918  -0.594648  -1.159374  0.001857  -0.001511  -0.002211
1.725336  -0.596245  -1.161648  0.003374  -0.001568  -0.001691
1.729392  -0.597846  -1.163293  0.004861  -0.001595  -0.001164
1.734791  -0.599516  -1.164388  0.005961  -0.001732  -0.000697
1.741119  -0.601397  -1.164921  0.006656  -0.001922  -0.000102
1.747991  -0.603540  -1.164746  0.007086  -0.001939  0.000668
1.755058  -0.605583  -1.163855  0.007425  -0.001740  0.001378
1.762207  -0.607331  -1.162517  0.007716  -0.001495  0.001819
1.769514  -0.608753  -1.160975  0.007970  -0.001341  0.001996
1.777195  -0.610037  -1.159385  0.008149  -0.001433  0.001913
1.785201  -0.611564  -1.158027  0.008217  -0.001798  0.001483
1.793350  -0.613582  -1.157278  0.008179  -0.002294  0.000812
1.801551  -0.616185  -1.157240  0.008011  -0.002644  0.000214
1.809717  -0.619116  -1.157562  0.007698  -0.002655  -0.000015
1.817585  -0.622003  -1.157753  0.007241  -0.002312  0.000006
1.824756  -0.624529  -1.157662  0.006662  -0.001861  -0.000087
1.830982  -0.626721  -1.157562  0.006070  -0.001674  -0.000363
1.836583  -0.628993  -1.157620  0.005656  -0.001871  -0.000523
1.842255  -0.631602  -1.157740  0.005474  -0.002184  -0.000328
1.848331  -0.634453  -1.157633  0.005354  -0.002341  0.000065
1.854352  -0.637199  -1.157313  0.005062  -0.002263  0.000279
1.859645  -0.639592  -1.157015  0.004566  -0.002046  0.000180
1.863940  -0.641567  -1.156955  0.004036  -0.001754  0.000029
1.867545  -0.643092  -1.157022  0.003631  -0.001359  0.000097
1.870934  -0.644178  -1.157028  0.003292  -0.000889  0.000291
1.874301  -0.644774  -1.157126  0.002859  -0.000293  0.000362
1.877485  -0.644857  -1.157553  0.002181  0.000285  0.000244
1.879957  -0.644573  -1.158380  0.001411  0.000567  0.000048
1.881690  -0.644315  -1.159423  0.000989  0.000430  -0.000184
1.883074  -0.644272  -1.160611  0.001047  0.000056  -0.000528
1.884505  -0.644502  -1.162119  0.001276  -0.000269  -0.000952
1.885963  -0.644824  -1.164068  0.001148  -0.000274  -0.001224
1.887019  -0.644957  -1.166156  0.000393  0.000010  -0.001158
1.887155  -0.644776  -1.167948  -0.000879  0.000384  -0.000861
1.886041  -0.644282  -1.169223  -0.002264  0.000706  -0.000651
1.883738  -0.643562  -1.170269  -0.003390  0.000953  -0.000786
1.880425  -0.642554  -1.171556  -0.004093  0.001100  -0.001180
1.876427  -0.641383  -1.173304  -0.004464  0.001043  -0.001649
1.871943  -0.640274  -1.175522  -0.004669  0.000884  -0.002063
1.867226  -0.639284  -1.178097  -0.004760  0.000851  -0.002347
1.862451  -0.638224  -1.180847  -0.004818  0.001000  -0.002448
1.857629  -0.637014  -1.183587  -0.004846  0.001156  -0.002390
1.852839  -0.635756  -1.186212  -0.004793  0.001158  -0.002274
1.848182  -0.634673  -1.188746  -0.004608  0.000886  -0.002203
1.843752  -0.634068  -1.191324  -0.004371  0.000332  -0.002098
1.839487  -0.634175  -1.193787  -0.004239  -0.000329  -0.001761
1.835265  -0.634926  -1.195807  -0.004234  -0.000784  -0.001164
1.831026  -0.635914  -1.197115  -0.004184  -0.000845  -0.000551
1.826924  -0.636723  -1.197852  -0.003852  -0.000565  -0.000142
1.823299  -0.637084  -1.198174  -0.003108  -0.000056  0.000095
1.820536  -0.636825  -1.198172  -0.002014  0.000495  0.000170
1.818908  -0.636071  -1.198021  -0.000841  0.000866  0.000136
1.818348  -0.635056  -1.197815  0.000136  0.001035  0.000235
1.818595  -0.633959  -1.197417  0.000900  0.001023  0.000712
1.819494  -0.633001  -1.196509  0.001683  0.000731  0.001533
1.821223  -0.632536  -1.194936  0.002687  0.000173  0.002441
1.824024  -0.632696  -1.192706  0.003847  -0.000389  0.003258
1.828123  -0.633275  -1.189834  0.004934  -0.000709  0.003976
1.833455  -0.633984  -1.186242  0.005674  -0.000876  0.004612
1.839544  -0.634807  -1.182105  0.006032  -0.001178  0.005091
1.845916  -0.635990  -1.177709  0.006311  -0.001571  0.005205
1.852626  -0.637499  -1.173502  0.006819  -0.001812  0.004847
1.859870  -0.639193  -1.169717  0.007423  -0.001817  0.004375
1.867635  -0.640889  -1.165912  0.007716  -0.001615  0.004262
1.875483  -0.642460  -1.161520  0.007516  -0.001222  0.004498
1.882987  -0.643672  -1.156507  0.007017  -0.000595  0.004587
1.889902  -0.644216  -1.151645  0.006534  0.000112  0.004148
1.896057  -0.644077  -1.147755  0.006188  0.000471  0.003367
1.901619  -0.643822  -1.144935  0.005978  0.000190  0.002704
1.906957  -0.644137  -1.142678  0.005839  -0.000529  0.002421
1.912312  -0.645210  -1.140530  0.005742  -0.001218  0.002435
1.917818  -0.646791  -1.138324  0.005618  -0.001567  0.002572
1.923404  -0.648483  -1.135973  0.005391  -0.001588  0.002753
1.928879  -0.650055  -1.133446  0.005014  -0.001441  0.002947
1.933937  -0.651405  -1.130704  0.004531  -0.001286  0.003003
1.938349  -0.652584  -1.128080  0.004054  -0.001278  0.002708
1.942057  -0.653788  -1.126058  0.003620  -0.001502  0.001978
1.945203  -0.655305  -1.125069  0.003192  -0.001845  0.000972
1.947917  -0.657159  -1.125230  0.002763  -0.002004  0.000047
1.950316  -0.659040  -1.126184  0.002327  -0.001855  -0.000403
1.952314  -0.660676  -1.127196  0.001775  -0.001514  -0.000198
1.953584  -0.661881  -1.127523  0.001099  -0.001193  0.000412
1.954130  -0.662791  -1.126979  0.000476  -0.001106  0.000899
1.954154  -0.663652  -1.126011  0.000015  -0.001283  0.000829
1.953934  -0.664735  -1.125403  -0.000375  -0.001621  0.000245
1.953422  -0.666256  -1.125556  -0.000815  -0.001972  -0.000479
1.952520  -0.668324  -1.126591  -0.001244  -0.002134  -0.001105
1.951247  -0.670654  -1.128421  -0.001559  -0.001992  -0.001530
1.949748  -0.672802  -1.130730  -0.001843  -0.001534  -0.001706
1.948028  -0.674267  -1.133083  -0.002057  -0.000884  -0.001734
1.946143  -0.674953  -1.135295  -0.002143  -0.000397  -0.001794
1.944065  -0.675264  -1.137441  -0.002265  -0.000273  -0.001970
1.941378  -0.675616  -1.139785  -0.002684  -0.000435  -0.002117
1.937798  -0.676255  -1.142356  -0.003280  -0.000570  -0.002133
1.933625  -0.676992  -1.145063  -0.003647  -0.000411  -0.002181
1.929613  -0.677564  -1.148043  -0.003508  -0.000057  -0.002480
1.926316  -0.677874  -1.151527  -0.003037  0.000201  -0.002950
1.923708  -0.678067  -1.155509  -0.002565  0.000200  -0.003353
1.921564  -0.678307  -1.159636  -0.002194  -0.000039  -0.003528
1.919788  -0.678787  -1.163549  -0.001897  -0.000458  -0.003481
1.918324  -0.679754  -1.167135  -0.001621  -0.000891  -0.003261
1.917075  -0.681180  -1.170423  -0.001385  -0.001075  -0.002865
1.916059  -0.682705  -1.173217  -0.001014  -0.000882  -0.002284
1.915575  -0.683910  -1.175309  -0.000141  -0.000601  -0.001487
1.916246  -0.684840  -1.176490  0.001269  -0.000668  -0.000437
1.918363  -0.685907  -1.176602  0.002844  -0.001152  0.000716
1.921841  -0.687414  -1.175765  0.004266  -0.001712  0.001526
1.926587  -0.689277  -1.174537  0.005497  -0.002032  0.001694
1.932591  -0.691273  -1.173499  0.006544  -0.002143  0.001362
1.939646  -0.693359  -1.172966  0.007262  -0.002240  0.000971
1.947203  -0.695542  -1.172749  0.007577  -0.002361  0.000967
1.954725  -0.697793  -1.172351  0.007664  -0.002355  0.001431
1.962169  -0.699838  -1.171408  0.007748  -0.002131  0.002070
1.969782  -0.701577  -1.169856  0.007868  -0.001942  0.002541
1.977696  -0.703294  -1.167884  0.007950  -0.002083  0.002684
1.985791  -0.705462  -1.165768  0.007889  -0.002569  0.002520
1.993743  -0.708317  -1.163783  0.007713  -0.003059  0.002082
2.001385  -0.711572  -1.162266  0.007481  -0.003242  0.001499
2.008726  -0.714876  -1.161243  0.007175  -0.003121  0.001128
2.015724  -0.717982  -1.160336  0.006770  -0.002784  0.001129
2.022260  -0.720728  -1.159304  0.006287  -0.002415  0.001289
2.028221  -0.723144  -1.158199  0.005768  -0.002054  0.001429
2.033540  -0.725194  -1.157109  0.005323  -0.001608  0.001503
2.038528  -0.726816  -1.156063  0.005077  -0.001080  0.001474
2.043612  -0.728021  -1.155072  0.004994  -0.000683  0.001169
2.048924  -0.729028  -1.154442  0.004869  -0.000550  0.000460
2.054122  -0.729995  -1.154507  0.004504  -0.000552  -0.000318
2.058718  -0.730917  -1.155059  0.003908  -0.000507  -0.000655
2.062549  -0.731699  -1.155597  0.003153  -0.000350  -0.000408
2.065639  -0.732324  -1.155714  0.002211  -0.000054  0.000095
2.067958  -0.732670  -1.155528  0.001253  0.000366  0.000361
2.069738  -0.732762  -1.155495  0.000702  0.000656  0.000213
2.071527  -0.732826  -1.155948  0.000788  0.000689  -0.000191
2.073643  -0.732948  -1.156909  0.001133  0.000619  -0.000727
2.075705  -0.732948  -1.158428  0.001175  0.000533  -0.001276
2.077080  -0.732737  -1.160352  0.000748  0.000449  -0.001710
2.077482  -0.732274  -1.162563  0.000028  0.000490  -0.001983
2.076945  -0.731425  -1.164860  -0.000815  0.000878  -0.002071
2.075522  -0.729929  -1.167099  -0.001736  0.001447  -0.002041
2.073257  -0.727988  -1.169245  -0.002625  0.001687  -0.001948
2.070178  -0.726228  -1.171215  -0.003389  0.001440  -0.001838
2.066190  -0.724955  -1.173148  -0.003774  0.001078  -0.001865
2.061633  -0.724009  -1.175266  -0.003634  0.000953  -0.002013
2.057051  -0.722998  -1.177589  -0.003255  0.001004  -0.002078
2.052678  -0.721859  -1.179888  -0.003027  0.000847  -0.001895
2.048404  -0.720831  -1.181991  -0.003068  0.000314  -0.001512
2.043973  -0.720189  -1.183871  -0.003293  -0.000276  -0.001152
2.039302  -0.719908  -1.185612  -0.003661  -0.000415  -0.000960
2.034372  -0.719656  -1.187271  -0.004087  -0.000042  -0.000868
2.029339  -0.719290  -1.188771  -0.004392  0.000316  -0.000788
2.024385  -0.719071  -1.190196  -0.004419  0.000108  -0.000751
2.019713  -0.719588  -1.191565  -0.004197  -0.000633  -0.000637
2.015415  -0.720911  -1.192777  -0.003778  -0.001358  -0.000343
2.011653  -0.722700  -1.193576  -0.003148  -0.001710  0.000165
2.008685  -0.724459  -1.193763  -0.002327  -0.001561  0.000643
2.006616  -0.725767  -1.193619  -0.001273  -0.001002  0.000823
2.005787  -0.726341  -1.193559  -0.000052  -0.000249  0.000861
2.006190  -0.726182  -1.193591  0.001046  0.000332  0.001258
2.007558  -0.725664  -1.193148  0.001857  0.000539  0.002270
2.009578  -0.725168  -1.191521  0.002475  0.000407  0.003629
2.012270  -0.724979  -1.188354  0.003187  0.000117  0.004772
2.015882  -0.725067  -1.184034  0.004086  -0.000186  0.005340
2.020507  -0.725416  -1.179206  0.005020  -0.000508  0.005490
2.025951  -0.725994  -1.174340  0.005795  -0.000856  0.005484
2.031942  -0.726896  -1.169581  0.006394  -0.001222  0.005396
2.038544  -0.728157  -1.164930  0.006928  -0.001461  0.005176
2.045755  -0.729622  -1.160427  0.007415  -0.001487  0.004794
2.053447  -0.731074  -1.156271  0.007787  -0.001406  0.004345
2.061254  -0.732451  -1.152526  0.007930  -0.001350  0.004011
2.069067  -0.733821  -1.149074  0.007817  -0.001358  0.003888
2.076869  -0.735284  -1.145622  0.007391  -0.001368  0.004084
2.084269  -0.736817  -1.141944  0.006744  -0.001320  0.004488
2.091015  -0.738321  -1.138126  0.006066  -0.001259  0.004860
2.097104  -0.739814  -1.134182  0.005521  -0.001278  0.005012
2.102798  -0.741340  -1.130240  0.005200  -0.001388  0.004812
2.108307  -0.742953  -1.126516  0.005122  -0.001501  0.004185
2.113873  -0.744587  -1.123463  0.005224  -0.001508  0.003154
2.119487  -0.746106  -1.121361  0.005242  -0.001462  0.002092
2.124916  -0.747511  -1.119942  0.004931  -0.001446  0.001518
2.129802  -0.748803  -1.118507  0.004198  -0.001483  0.001613
2.133941  -0.750001  -1.116648  0.003190  -0.001642  0.001976
2.137274  -0.751288  -1.114506  0.002179  -0.001890  0.002125
2.139779  -0.752763  -1.112572  0.001424  -0.002057  0.001827
2.141685  -0.754375  -1.111244  0.000917  -0.002050  0.001180
2.143064  -0.755985  -1.110657  0.000545  -0.001881  0.000474
2.144079  -0.757377  -1.110676  0.000376  -0.001624  -0.000006
2.144974  -0.758530  -1.110991  0.000421  -0.001424  -0.000164
2.145918  -0.759592  -1.111330  0.000492  -0.001272  -0.000139
2.146718  -0.760600  -1.111620  0.000268  -0.001177  -0.000069
2.146908  -0.761698  -1.111888  -0.000324  -0.001215  -0.000025
2.146199  -0.763074  -1.112211  -0.001026  -0.001464  -0.000131
2.144725  -0.764909  -1.112851  -0.001586  -0.001829  -0.000515
2.142803  -0.767068  -1.114007  -0.001910  -0.001907  -0.001104
2.140774  -0.768890  -1.115746  -0.001996  -0.001459  -0.001712
2.138866  -0.769864  -1.117895  -0.001985  -0.000823  -0.002200
2.136958  -0.770192  -1.120309  -0.002065  -0.000593  -0.002500
2.134841  -0.770499  -1.122818  -0.002257  -0.000880  -0.002672
2.132380  -0.771115  -1.125530  -0.002565  -0.001202  -0.002911
2.129337  -0.771680  -1.128732  -0.002998  -0.001010  -0.003291
2.125478  -0.771618  -1.132598  -0.003523  -0.000447  -0.003618
2.120825  -0.771074  -1.136823  -0.003907  -0.000124  -0.003731
2.116006  -0.770714  -1.140937  -0.003754  -0.000376  -0.003605
2.111980  -0.771307  -1.144575  -0.003017  -0.001019  -0.003241
2.109158  -0.773044  -1.147588  -0.002135  -0.001495  -0.002596
2.107247  -0.775358  -1.149899  -0.001385  -0.001432  -0.001774
2.106002  -0.777380  -1.151521  -0.000677  -0.000962  -0.001109
2.105444  -0.778690  -1.152703  0.000086  -0.000639  -0.000833
2.105677  -0.779580  -1.153758  0.000926  -0.000814  -0.000836
2.106858  -0.780603  -1.154785  0.001873  -0.001262  -0.000775
2.109157  -0.781877  -1.155615  0.002986  -0.001593  -0.000399
2.112675  -0.783279  -1.155944  0.004124  -0.001770  0.000295
2.117191  -0.784841  -1.155595  0.005027  -0.001968  0.001164
2.122310  -0.786643  -1.154431  0.005634  -0.002188  0.002005
2.127920  -0.788689  -1.152585  0.006120  -0.002342  0.002611
2.134073  -0.790891  -1.150325  0.006540  -0.002451  0.002934
2.140625  -0.793268  -1.147922  0.006862  -0.002655  0.003059
2.147473  -0.796005  -1.145494  0.007124  -0.002864  0.003101
2.154549  -0.798981  -1.143116  0.007389  -0.002876  0.003066
2.161929  -0.801957  -1.140895  0.007645  -0.002689  0.002948
2.169703  -0.804718  -1.138831  0.007731  -0.002476  0.002849
2.177738  -0.807317  -1.136742  0.007479  -0.002457  0.002849
2.185517  -0.809929  -1.134508  0.006904  -0.002710  0.002861
2.192511  -0.812806  -1.132253  0.006225  -0.003120  0.002769
2.198582  -0.816052  -1.130119  0.005720  -0.003342  0.002572
2.204111  -0.819366  -1.128186  0.005540  -0.003064  0.002377
2.209461  -0.822160  -1.126386  0.005617  -0.002310  0.002255
2.214819  -0.823965  -1.124702  0.005782  -0.001386  0.002138
2.220368  -0.824760  -1.123121  0.005901  -0.000644  0.001949
2.226163  -0.824894  -1.121712  0.005900  -0.000331  0.001683
2.232049  -0.824983  -1.120536  0.005729  -0.000428  0.001349
2.237862  -0.825414  -1.119777  0.005331  -0.000681  0.001005
2.243399  -0.826321  -1.119418  0.004577  -0.000766  0.000808
2.248270  -0.827412  -1.119301  0.003493  -0.000495  0.000867
2.252074  -0.828245  -1.119023  0.002354  0.000022  0.001132
2.254733  -0.828483  -1.118327  0.001525  0.000528  0.001306
2.256559  -0.828135  -1.117300  0.001112  0.000772  0.001076
2.257849  -0.827566  -1.116521  0.000949  0.000732  0.000432
2.258785  -0.827097  -1.116440  0.000900  0.000695  -0.000247
2.259588  -0.826603  -1.117057  0.000875  0.000855  -0.000687
2.260346  -0.825905  -1.118119  0.000732  0.001150  -0.000903
2.260886  -0.824954  -1.119428  0.000405  0.001514  -0.001039
2.260970  -0.823774  -1.120950  -0.000042  0.001798  -0.001201
2.260398  -0.822636  -1.122776  -0.000573  0.001795  -0.001395
2.259069  -0.821794  -1.125065  -0.001208  0.001557  -0.001522
2.257048  -0.821240  -1.127633  -0.001923  0.001297  -0.001310
2.254605  -0.820761  -1.129890  -0.002614  0.001264  -0.000647
2.251906  -0.819966  -1.131244  -0.003246  0.001488  0.000106
2.248887  -0.818710  -1.131890  -0.003868  0.001781  0.000306
2.245188  -0.817080  -1.132606  -0.004427  0.001935  -0.000319
2.240677  -0.815346  -1.134296  -0.004706  0.001800  -0.001524
2.235608  -0.813848  -1.137142  -0.004686  0.001343  -0.002609
2.230292  -0.812948  -1.140491  -0.004588  0.000656  -0.002973
2.224849  -0.812856  -1.143365  -0.004655  -0.000095  -0.002526
2.219246  -0.813564  -1.145275  -0.004817  -0.000808  -0.001775
2.213744  -0.814878  -1.146533  -0.004733  -0.001403  -0.001194
2.208879  -0.816540  -1.147536  -0.004235  -0.001900  -0.000843
2.204883  -0.818580  -1.148530  -0.003482  -0.002231  -0.000653
2.201577  -0.820875  -1.149677  -0.002586  -0.002162  -0.000622
2.198993  -0.823060  -1.151129  -0.001619  -0.001566  -0.000619
2.197268  -0.824544  -1.152510  -0.000733  -0.000608  -0.000249
2.196419  -0.825055  -1.153222  -0.000026  0.000278  0.000638
2.196334  -0.824796  -1.152709  0.000554  0.000661  0.001780
2.196909  -0.824356  -1.151038  0.001209  0.000307  0.002687
2.198211  -0.824390  -1.148682  0.001923  -0.000649  0.003195
2.200204  -0.825249  -1.146081  0.002602  -0.001773  0.003425
2.202914  -0.826932  -1.143434  0.003367  -0.002543  0.003640
2.206783  -0.829041  -1.140431  0.004423  -0.002622  0.004019
2.212132  -0.831050  -1.136747  0.005623  -0.002091  0.004503
2.218767  -0.832551  -1.132346  0.006632  -0.001377  0.004954
2.226082  -0.833553  -1.127469  0.007225  -0.000962  0.005158
2.233528  -0.834383  -1.122533  0.007498  -0.001036  0.005019
2.240884  -0.835452  -1.117927  0.007614  -0.001384  0.004754
2.248147  -0.836809  -1.113539  0.007618  -0.001632  0.004703
2.255408  -0.838282  -1.109047  0.007561  -0.001682  0.004897
2.262790  -0.839787  -1.104209  0.007465  -0.001676  0.005055
2.270287  -0.841362  -1.099276  0.007360  -0.001793  0.004885
2.277673  -0.843118  -1.094757  0.007224  -0.002075  0.004388
2.284736  -0.845121  -1.090981  0.007027  -0.002386  0.003828
2.291455  -0.847349  -1.087822  0.006792  -0.002410  0.003471
2.298007  -0.849435  -1.084932  0.006482  -0.001906  0.003477
2.304360  -0.850902  -1.081827  0.006048  -0.001083  0.003672
2.310469  -0.851644  -1.078496  0.005444  -0.000574  0.003668
2.316012  -0.852303  -1.075294  0.004635  -0.000804  0.003274
2.320689  -0.853629  -1.072631  0.003728  -0.001447  0.002691
2.324253  -0.855697  -1.070556  0.002986  -0.001846  0.002250
2.326855  -0.857924  -1.068862  0.002655  -0.001637  0.002040
2.329021  -0.859614  -1.067320  0.002644  -0.001122  0.001954
2.331164  -0.860750  -1.065809  0.002605  -0.000691  0.001869
2.333290  -0.861504  -1.064354  0.002232  -0.000495  0.001676
2.335044  -0.862217  -1.063132  0.001552  -0.000615  0.001302
2.336192  -0.863300  -1.062365  0.000905  -0.001082  0.000774
2.336816  -0.865178  -1.062164  0.000639  -0.001710  0.000169
2.337378  -0.867762  -1.062525  0.000697  -0.002170  -0.000409
2.337998  -0.870706  -1.063373  0.000695  -0.002287  -0.000936
2.338517  -0.873572  -1.064654  0.000325  -0.002037  -0.001366
2.338583  -0.876021  -1.066177  -0.000371  -0.001547  -0.001645
2.337993  -0.877840  -1.067840  -0.001156  -0.000975  -0.001770
2.336731  -0.878974  -1.069537  -0.001855  -0.000527  -0.001700
2.334813  -0.879630  -1.071104  -0.002387  -0.000219  -0.001475
2.332445  -0.879901  -1.072413  -0.002678  -0.000012  -0.001323
2.329932  -0.879912  -1.073711  -0.002733  0.000056  -0.001501
2.327531  -0.879842  -1.075466  -0.002643  -0.000098  -0.001995
2.325257  -0.879970  -1.077941  -0.002614  -0.000501  -0.002530
2.322864  -0.880485  -1.080943  -0.002815  -0.001032  -0.002823
2.319962  -0.881511  -1.084189  -0.003186  -0.001469  -0.002862
2.316463  -0.882868  -1.087514  -0.003513  -0.001644  -0.002744
2.312568  -0.884314  -1.090726  -0.003591  -0.001577  -0.002481
2.308672  -0.885637  -1.093584  -0.003228  -0.001382  -0.002134
2.305347  -0.886793  -1.096006  -0.002344  -0.001173  -0.001747
2.303160  -0.887876  -1.097916  -0.001128  -0.001039  -0.001306
2.302375  -0.889048  -1.099254  -0.000093  -0.000957  -0.000810
2.302641  -0.890321  -1.099978  0.000362  -0.000882  -0.000327
2.303319  -0.891704  -1.100239  0.000237  -0.000870  0.000061
2.303952  -0.893164  -1.100193  0.000064  -0.001023  0.000450
2.304840  -0.894766  -1.099751  0.000481  -0.001348  0.000976
2.306606  -0.896567  -1.098755  0.001731  -0.001767  0.001603
2.309830  -0.898656  -1.097170  0.003474  -0.002221  0.002151
2.314552  -0.901143  -1.095145  0.005083  -0.002650  0.002489
2.320347  -0.904012  -1.092870  0.006212  -0.002822  0.002693
2.326755  -0.906790  -1.090332  0.006798  -0.002604  0.002980
2.333441  -0.909221  -1.087266  0.006985  -0.002207  0.003477
2.340204  -0.911282  -1.083512  0.006956  -0.001866  0.003924
2.346919  -0.913164  -1.079464  0.006982  -0.001724  0.003964
2.353655  -0.915031  -1.075741  0.007097  -0.001800  0.003634
2.360428  -0.917094  -1.072545  0.007116  -0.002086  0.003405
2.367173  -0.919591  -1.069411  0.006904  -0.002393  0.003627
2.373729  -0.922425  -1.065864  0.006585  -0.002376  0.004110
2.379998  -0.925079  -1.061990  0.006420  -0.001875  0.004417
2.386203  -0.927037  -1.058176  0.006465  -0.001284  0.004187
2.392627  -0.928576  -1.054992  0.006583  -0.001012  0.003454
2.399237  -0.930005  -1.052656  0.006543  -0.000977  0.002578
2.405707  -0.931353  -1.051046  0.006191  -0.000940  0.002067
2.411574  -0.932303  -1.049536  0.005429  -0.000877  0.002120
2.416447  -0.932993  -1.047622  0.004324  -0.001012  0.002476
2.420074  -0.933781  -1.045240  0.003234  -0.001211  0.002636
2.422678  -0.934667  -1.042942  0.002627  -0.001067  0.002274
2.424975  -0.935122  -1.041336  0.002702  -0.000458  0.001589
2.427781  -0.934819  -1.040506  0.003173  0.000203  0.001027
2.431287  -0.934122  -1.040107  0.003578  0.000506  0.000849
2.435239  -0.933528  -1.039636  0.003537  0.000539  0.000834
2.439048  -0.933226  -1.039106  0.002908  0.000679  0.000693
2.441944  -0.932816  -1.038651  0.001847  0.001091  0.000334
2.443509  -0.931922  -1.038507  0.000797  0.001504  -0.000120
2.443951  -0.930506  -1.038701  0.000162  0.001686  -0.000474
2.443955  -0.928782  -1.039134  -0.000031  0.001559  -0.000594
2.443965  -0.927124  -1.039592  -0.000060  0.001155  -0.000551
2.443960  -0.925939  -1.040038  -0.000137  0.000663  -0.000585
2.443710  -0.925330  -1.040586  -0.000218  0.000416  -0.000832
2.443184  -0.925000  -1.041374  -0.000357  0.000642  -0.001232
2.442154  -0.924383  -1.042512  -0.000836  0.001169  -0.001587
2.440240  -0.923172  -1.044045  -0.001818  0.001527  -0.001832
2.437142  -0.921647  -1.046021  -0.003004  0.001421  -0.002040
2.433049  -0.920227  -1.048541  -0.003896  0.000877  -0.002248
2.428509  -0.919357  -1.051494  -0.004250  0.000075  -0.002296
2.424069  -0.919206  -1.054448  -0.004241  -0.000649  -0.001991
2.419995  -0.919608  -1.056749  -0.004135  -0.000933  -0.001316
2.416221  -0.920104  -1.057995  -0.004086  -0.000642  -0.000639
2.412535  -0.920295  -1.058453  -0.004098  -0.000104  -0.000416
2.408725  -0.920316  -1.058936  -0.004153  0.000134  -0.000759
2.404582  -0.920668  -1.060154  -0.004257  -0.000083  -0.001231
2.400096  -0.921568  -1.062044  -0.004334  -0.000538  -0.001330
2.395525  -0.922863  -1.064030  -0.004235  -0.001123  -0.001059
2.391358  -0.924630  -1.065659  -0.003801  -0.001937  -0.000733
2.387967  -0.927056  -1.066964  -0.003102  -0.002869  -0.000453
2.385418  -0.930228  -1.067865  -0.002290  -0.003602  0.000034
2.383707  -0.933754  -1.068090  -0.001428  -0.003827  0.000845
2.383126  -0.937124  -1.067331  -0.000360  -0.003542  0.001804
2.384068  -0.939984  -1.065640  0.000787  -0.002944  0.002646
2.386369  -0.942168  -1.063303  0.001745  -0.002237  0.003296
2.389586  -0.943668  -1.060603  0.002471  -0.001569  0.003794
2.393250  -0.944564  -1.057580  0.003198  -0.001052  0.004252
2.397462  -0.945131  -1.053962  0.004130  -0.000858  0.004625
2.402381  -0.945758  -1.049768  0.005104  -0.001083  0.004855
2.407877  -0.946810  -1.045270  0.005919  -0.001590  0.005035
2.413869  -0.948333  -1.040672  0.006538  -0.002044  0.005302
2.420486  -0.950223  -1.035743  0.007009  -0.002246  0.005658
2.427771  -0.952289  -1.030338  0.007289  -0.002260  0.005936
2.435527  -0.954511  -1.024538  0.007374  -0.002289  0.005936
2.443316  -0.956928  -1.018826  0.007261  -0.002426  0.005611
2.450673  -0.959545  -1.013628  0.007088  -0.002539  0.005043
2.457501  -0.962164  -1.009212  0.007053  -0.002385  0.004362
2.463925  -0.964424  -1.005599  0.007132  -0.001910  0.003821
2.470335  -0.966205  -1.002301  0.007167  -0.001340  0.003594
2.477020  -0.967642  -0.998822  0.006958  -0.000829  0.003611
2.483784  -0.968779  -0.995049  0.006482  -0.000485  0.003596
2.490175  -0.969734  -0.991417  0.005875  -0.000543  0.003308
2.495885  -0.970992  -0.988398  0.005275  -0.001129  0.002800
2.500911  -0.973072  -0.986023  0.004776  -0.001951  0.002331
2.505473  -0.975969  -0.983941  0.004425  -0.002407  0.001935
2.509608  -0.978975  -0.982031  0.004195  -0.002236  0.001539
2.513345  -0.981487  -0.980251  0.004009  -0.001769  0.001216
