# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
0.376095  -0.785719  -1.406179  0.047161  0.001245  -0.020765
0.422469  -0.780624  -1.429897  0.047378  0.008709  -0.020183
0.468613  -0.768466  -1.453018  0.046271  0.015831  -0.019399
0.513064  -0.749442  -1.475398  0.043801  0.022739  -0.018443
0.554544  -0.723674  -1.496777  0.040197  0.029349  -0.017071
0.592114  -0.691597  -1.516579  0.035839  0.035302  -0.015126
0.625108  -0.654188  -1.534168  0.030905  0.040326  -0.012657
0.652895  -0.612515  -1.549060  0.025357  0.044408  -0.009819
0.674823  -0.567404  -1.560976  0.019219  0.047599  -0.006751
0.690408  -0.519579  -1.569762  0.012597  0.049782  -0.003497
0.699308  -0.469970  -1.575283  0.005556  0.050812  -0.000035
0.701162  -0.419750  -1.577337  -0.001854  0.050577  0.003676
0.695735  -0.370478  -1.575698  -0.009399  0.049048  0.007573
0.683123  -0.323714  -1.570279  -0.016815  0.046260  0.011421
0.663536  -0.280733  -1.561274  -0.023873  0.042320  0.015010
0.637314  -0.242277  -1.548920  -0.030366  0.037476  0.018278
0.605022  -0.208789  -1.533511  -0.036013  0.031972  0.021189
0.567758  -0.180756  -1.515458  -0.040643  0.025951  0.023676
0.526524  -0.158765  -1.495237  -0.044296  0.019335  0.025641
0.482156  -0.143527  -1.473355  -0.047004  0.011950  0.026990
0.435388  -0.135834  -1.450373  -0.048703  0.003840  0.027675
0.387239  -0.136314  -1.426928  -0.049235  -0.004617  0.027706
0.339040  -0.145056  -1.403701  -0.048556  -0.012923  0.027052
0.291993  -0.161779  -1.381438  -0.046759  -0.020681  0.025675
0.247172  -0.185789  -1.360856  -0.044064  -0.027569  0.023673
0.205302  -0.216086  -1.342479  -0.040627  -0.033423  0.021297
0.167208  -0.251569  -1.326548  -0.036291  -0.038337  0.018850
0.133945  -0.291384  -1.313012  -0.030877  -0.042579  0.016426
0.106605  -0.335058  -1.301892  -0.024498  -0.046225  0.013813
0.085897  -0.382061  -1.293497  -0.017571  -0.049063  0.010699
0.072081  -0.431368  -1.288439  -0.010495  -0.050810  0.006990
0.065187  -0.481667  -1.287251  -0.003408  -0.051318  0.002965
0.065239  -0.531704  -1.290030  0.003738  -0.050520  -0.001108
0.072334  -0.580212  -1.296777  0.010934  -0.048397  -0.005178
0.086407  -0.625980  -1.307462  0.017975  -0.045106  -0.009091
0.107195  -0.667998  -1.321810  0.024536  -0.040841  -0.012469
0.134035  -0.705407  -1.339077  0.030409  -0.035605  -0.015106
0.166206  -0.737241  -1.358558  0.035559  -0.029312  -0.017218
0.202958  -0.762400  -1.379889  0.039879  -0.022148  -0.019062
0.243401  -0.780209  -1.402876  0.043197  -0.014608  -0.020520
0.286612  -0.790645  -1.427024  0.045424  -0.007081  -0.021310
0.331637  -0.793823  -1.451665  0.046532  0.000489  -0.021404
0.377298  -0.789616  -1.476152  0.046501  0.008209  -0.020966
0.422359  -0.777897  -1.500006  0.045403  0.015864  -0.020140
0.465745  -0.758852  -1.522835  0.043347  0.023120  -0.018872
0.506720  -0.732865  -1.544191  0.040408  0.029691  -0.017153
0.544636  -0.700590  -1.563812  0.036528  0.035452  -0.015084
0.578509  -0.662827  -1.581380  0.031648  0.040381  -0.012640
0.607239  -0.620591  -1.596414  0.025976  0.044421  -0.009693
0.630086  -0.574954  -1.608257  0.019820  0.047475  -0.006268
0.646621  -0.527106  -1.616512  0.013215  0.049452  -0.002667
0.656326  -0.478184  -1.621196  0.006066  0.050328  0.000723
0.658703  -0.429170  -1.622732  -0.001571  0.050116  0.003911
0.653389  -0.380933  -1.621145  -0.009420  0.048754  0.007232
0.640490  -0.334551  -1.616226  -0.017095  0.046208  0.010838
0.620429  -0.291308  -1.607725  -0.024264  0.042652  0.014549
0.593869  -0.252161  -1.595739  -0.030669  0.038221  0.017965
0.561480  -0.217825  -1.580678  -0.036181  0.032901  0.020926
0.523969  -0.188952  -1.562851  -0.040796  0.026649  0.023580
0.482255  -0.166422  -1.542490  -0.044446  0.019546  0.025914
0.437416  -0.151044  -1.520032  -0.047062  0.011873  0.027647
0.390563  -0.143318  -1.496278  -0.048650  0.003874  0.028562
0.342656  -0.143511  -1.472026  -0.049167  -0.004219  0.028668
0.294679  -0.151663  -1.447968  -0.048626  -0.012065  0.028050
0.247546  -0.167368  -1.424735  -0.047137  -0.019349  0.026710
0.204269  -0.188359  -1.404041  -0.044926  -0.025670  0.024819
0.169090  -0.211153  -1.387933  -0.042347  -0.030578  0.022844
0.149464  -0.229271  -1.379551  -0.040211  -0.033136  0.021448
0.151650  -0.235694  -1.381357  -0.039424  -0.032498  0.021119
0.173802  -0.228434  -1.392223  -0.040198  -0.029024  0.021880
